Embalaje,Ancho,Largo,Alto,Procedencia,Manipulacion,Temperatura,Protocolo
1,90,59,48,30,1,2,1
1,98,62,38,10,1,1,1
1,25,29,41,30,1,2,1
1,98,29,75,30,1,2,1
1,79,7,14,30,1,2,1
2,23,5,27,40,2,2,2
2,51,71,71,20,2,1,2
1,52,16,38,10,1,1,1
1,25,18,29,10,1,1,1
1,68,6,52,30,1,2,1
2,53,77,67,20,2,1,2
1,7,17,79,10,1,1,1
2,52,12,65,20,2,1,2
2,22,84,26,20,2,1,2
2,37,12,60,40,2,2,2
2,88,95,56,20,2,1,2
2,67,58,73,40,2,2,2
2,59,27,47,20,2,1,2
1,68,53,63,10,1,1,1
1,40,74,12,10,1,1,1
1,11,24,75,30,1,2,1
1,52,90,87,10,1,1,1
1,45,54,21,10,1,1,1
1,22,34,96,30,1,2,1
1,67,21,61,30,1,2,1
1,80,53,7,10,1,1,1
1,7,23,43,30,1,2,1
2,48,14,73,20,2,1,2
2,50,50,30,40,2,2,2
2,59,40,87,20,2,1,2
2,56,46,93,40,2,2,2
2,27,56,23,40,2,2,2
2,82,55,91,20,2,1,2
1,81,41,81,30,1,2,1
2,77,35,63,40,2,2,2
2,52,98,11,20,2,1,2
1,17,54,100,30,1,2,1
2,52,36,65,40,2,2,2
2,85,50,15,20,2,1,2
1,24,18,22,30,1,2,1
2,67,81,98,40,2,2,2
1,15,7,51,30,1,2,1
1,76,33,21,30,1,2,1
1,20,79,57,10,1,1,1
1,21,64,39,10,1,1,1
1,61,5,90,30,1,2,1
2,31,63,56,40,2,2,2
2,33,7,84,40,2,2,2
2,98,64,44,20,2,1,2
1,58,60,38,30,1,2,1
1,80,79,32,10,1,1,1
2,68,11,14,20,2,1,2
1,66,23,68,10,1,1,1
2,70,18,59,40,2,2,2
2,56,63,27,40,2,2,2
1,11,45,45,30,1,2,1
1,67,70,17,30,1,2,1
2,83,21,34,40,2,2,2
2,5,24,47,40,2,2,2
1,59,10,94,10,1,1,1
1,60,61,55,30,1,2,1
2,20,59,100,20,2,1,2
2,21,95,25,20,2,1,2
2,72,18,31,20,2,1,2
1,23,49,28,10,1,1,1
1,84,56,97,30,1,2,1
1,44,22,64,10,1,1,1
1,73,49,93,30,1,2,1
1,29,20,47,10,1,1,1
1,5,100,62,10,1,1,1
2,36,60,71,20,2,1,2
2,98,67,57,40,2,2,2
1,46,88,94,10,1,1,1
1,32,29,41,10,1,1,1
1,24,32,46,30,1,2,1
2,98,50,40,40,2,2,2
2,24,24,69,40,2,2,2
1,91,42,94,10,1,1,1
1,35,62,72,10,1,1,1
1,46,67,83,10,1,1,1
1,39,6,20,30,1,2,1
2,77,22,29,20,2,1,2
2,10,86,31,40,2,2,2
1,70,22,97,10,1,1,1
1,64,71,45,10,1,1,1
2,72,12,43,40,2,2,2
1,83,18,36,30,1,2,1
1,34,79,82,10,1,1,1
1,35,55,47,10,1,1,1
1,96,67,69,10,1,1,1
2,24,45,15,20,2,1,2
2,52,39,81,20,2,1,2
2,39,45,24,20,2,1,2
1,44,19,20,10,1,1,1
1,81,6,51,30,1,2,1
2,72,33,16,40,2,2,2
2,26,53,98,20,2,1,2
2,66,29,81,40,2,2,2
1,78,6,42,10,1,1,1
1,88,41,9,10,1,1,1
1,62,42,20,30,1,2,1
1,34,41,22,30,1,2,1
1,41,37,7,30,1,2,1
2,87,18,43,40,2,2,2
2,42,79,15,20,2,1,2
1,82,34,97,30,1,2,1
2,87,99,45,20,2,1,2
2,69,31,16,20,2,1,2
2,87,90,96,40,2,2,2
1,99,13,85,10,1,1,1
1,68,70,55,10,1,1,1
2,12,18,99,40,2,2,2
1,31,42,25,10,1,1,1
1,19,74,63,10,1,1,1
2,80,79,21,40,2,2,2
1,27,38,69,30,1,2,1
2,88,14,42,20,2,1,2
2,99,66,12,40,2,2,2
1,53,98,28,10,1,1,1
1,85,22,88,10,1,1,1
2,71,56,25,40,2,2,2
1,56,62,45,30,1,2,1
1,60,5,20,30,1,2,1
2,100,50,24,40,2,2,2
1,11,19,60,30,1,2,1
2,74,76,49,40,2,2,2
1,47,22,56,10,1,1,1
1,98,87,45,30,1,2,1
1,47,74,89,10,1,1,1
2,60,85,57,20,2,1,2
1,48,85,81,30,1,2,1
2,82,85,14,40,2,2,2
1,59,15,68,10,1,1,1
1,82,44,35,30,1,2,1
1,25,71,8,30,1,2,1
1,48,22,59,10,1,1,1
1,57,43,29,10,1,1,1
1,82,25,10,30,1,2,1
1,94,72,70,30,1,2,1
2,19,16,19,20,2,1,2
1,20,95,81,10,1,1,1
2,31,82,34,20,2,1,2
2,87,56,10,20,2,1,2
2,48,74,25,40,2,2,2
2,70,8,6,40,2,2,2
2,60,79,34,20,2,1,2
2,55,12,37,20,2,1,2
1,11,15,28,10,1,1,1
2,70,9,84,20,2,1,2
2,28,46,99,20,2,1,2
2,71,89,60,40,2,2,2
1,67,32,69,10,1,1,1
2,47,80,79,40,2,2,2
2,19,15,78,40,2,2,2
1,9,48,31,30,1,2,1
1,92,19,92,30,1,2,1
2,15,67,24,40,2,2,2
1,37,30,83,30,1,2,1
1,8,98,75,10,1,1,1
2,73,19,21,20,2,1,2
1,27,27,19,30,1,2,1
2,69,84,74,20,2,1,2
2,27,50,6,20,2,1,2
1,7,36,82,30,1,2,1
1,45,93,54,30,1,2,1
2,62,69,95,20,2,1,2
1,62,6,68,30,1,2,1
2,88,8,75,40,2,2,2
1,44,68,42,10,1,1,1
1,88,34,93,10,1,1,1
2,38,60,16,40,2,2,2
1,96,54,16,30,1,2,1
1,62,96,16,10,1,1,1
1,91,81,63,10,1,1,1
2,62,41,24,40,2,2,2
2,50,59,21,40,2,2,2
2,54,21,73,20,2,1,2
2,23,29,58,20,2,1,2
2,13,98,73,40,2,2,2
1,97,81,98,30,1,2,1
1,38,48,67,30,1,2,1
1,81,19,57,10,1,1,1
2,41,45,42,20,2,1,2
2,5,68,84,20,2,1,2
2,82,31,55,40,2,2,2
1,68,40,40,30,1,2,1
1,61,88,84,10,1,1,1
2,36,63,70,20,2,1,2
1,28,7,92,10,1,1,1
1,88,96,19,30,1,2,1
2,24,65,26,20,2,1,2
2,16,48,23,20,2,1,2
2,40,46,52,20,2,1,2
2,75,12,33,40,2,2,2
1,15,47,75,10,1,1,1
2,90,21,5,20,2,1,2
2,100,5,34,20,2,1,2
2,12,66,23,20,2,1,2
1,35,30,96,30,1,2,1
2,13,32,28,40,2,2,2
2,63,92,99,20,2,1,2
1,81,30,82,10,1,1,1
1,81,81,79,10,1,1,1
2,36,95,6,40,2,2,2
2,94,71,53,40,2,2,2
2,20,25,72,40,2,2,2
2,32,44,27,20,2,1,2
2,75,41,93,40,2,2,2
1,19,51,82,30,1,2,1
1,85,13,19,10,1,1,1
1,98,12,17,30,1,2,1
2,68,31,93,20,2,1,2
2,73,40,63,40,2,2,2
1,79,6,46,10,1,1,1
2,26,77,64,40,2,2,2
1,13,74,71,10,1,1,1
1,6,79,78,10,1,1,1
2,64,86,80,40,2,2,2
1,83,71,89,30,1,2,1
2,84,38,91,20,2,1,2
2,78,28,12,20,2,1,2
2,11,15,57,20,2,1,2
1,12,97,42,10,1,1,1
2,71,90,39,20,2,1,2
2,90,54,21,40,2,2,2
1,40,18,95,30,1,2,1
1,25,75,72,10,1,1,1
2,67,96,42,40,2,2,2
1,52,16,5,30,1,2,1
1,24,40,55,30,1,2,1
2,14,9,97,40,2,2,2
1,17,5,81,10,1,1,1
1,18,13,94,10,1,1,1
2,40,91,56,20,2,1,2
2,58,33,44,40,2,2,2
2,36,45,41,20,2,1,2
2,73,37,86,20,2,1,2
2,61,81,5,40,2,2,2
1,17,98,7,30,1,2,1
1,38,72,68,30,1,2,1
1,37,71,22,30,1,2,1
1,61,18,19,10,1,1,1
1,18,79,27,30,1,2,1
1,39,56,74,10,1,1,1
2,83,42,82,40,2,2,2
1,18,32,33,10,1,1,1
2,54,23,69,40,2,2,2
1,50,87,73,30,1,2,1
1,95,22,73,10,1,1,1
1,87,11,59,30,1,2,1
1,63,49,45,10,1,1,1
2,90,13,49,20,2,1,2
1,100,63,96,30,1,2,1
2,71,44,94,40,2,2,2
2,65,7,13,20,2,1,2
2,60,96,74,40,2,2,2
2,30,75,80,20,2,1,2
1,62,60,52,10,1,1,1
1,23,40,53,10,1,1,1
1,77,91,21,10,1,1,1
2,12,42,99,20,2,1,2
2,54,26,33,40,2,2,2
1,62,72,73,30,1,2,1
2,21,28,59,40,2,2,2
2,10,9,10,40,2,2,2
2,28,98,62,20,2,1,2
1,26,34,33,10,1,1,1
1,86,48,99,10,1,1,1
2,92,82,73,20,2,1,2
1,48,43,68,10,1,1,1
1,88,100,80,30,1,2,1
2,64,18,28,40,2,2,2
1,54,68,45,10,1,1,1
1,5,34,11,10,1,1,1
1,63,27,98,10,1,1,1
1,73,55,40,30,1,2,1
1,94,34,91,30,1,2,1
2,93,20,80,20,2,1,2
1,47,9,29,10,1,1,1
2,58,36,81,40,2,2,2
2,17,39,45,20,2,1,2
1,35,27,76,10,1,1,1
2,80,62,24,20,2,1,2
1,49,66,32,30,1,2,1
1,58,84,32,10,1,1,1
2,28,38,30,40,2,2,2
1,33,72,68,10,1,1,1
2,11,58,26,20,2,1,2
2,26,58,33,20,2,1,2
2,20,95,32,20,2,1,2
1,19,86,26,30,1,2,1
2,28,67,97,20,2,1,2
1,46,97,64,30,1,2,1
2,32,7,51,20,2,1,2
1,26,18,81,10,1,1,1
1,94,58,6,30,1,2,1
1,51,73,34,30,1,2,1
2,67,100,60,20,2,1,2
1,41,62,15,10,1,1,1
2,65,81,74,40,2,2,2
2,15,67,87,20,2,1,2
1,33,24,38,30,1,2,1
1,74,96,50,30,1,2,1
2,32,68,81,40,2,2,2
1,47,64,50,10,1,1,1
1,30,42,89,30,1,2,1
1,48,40,45,30,1,2,1
2,67,49,47,40,2,2,2
2,76,9,8,40,2,2,2
1,16,45,75,10,1,1,1
1,28,37,67,10,1,1,1
2,56,98,55,20,2,1,2
2,14,63,71,40,2,2,2
1,47,83,8,30,1,2,1
2,100,17,88,20,2,1,2
1,23,26,61,30,1,2,1
1,28,82,24,10,1,1,1
1,88,57,40,10,1,1,1
2,87,100,65,20,2,1,2
2,21,94,43,40,2,2,2
2,60,40,43,40,2,2,2
1,18,44,96,30,1,2,1
2,48,95,64,20,2,1,2
1,71,28,58,30,1,2,1
2,9,77,74,40,2,2,2
2,22,32,58,40,2,2,2
2,55,44,51,40,2,2,2
2,47,74,36,20,2,1,2
2,5,91,83,20,2,1,2
1,50,10,67,10,1,1,1
2,99,87,71,40,2,2,2
1,88,52,72,10,1,1,1
1,89,30,30,10,1,1,1
1,58,16,34,30,1,2,1
2,73,68,5,20,2,1,2
1,81,56,42,30,1,2,1
2,15,14,88,40,2,2,2
2,59,14,33,40,2,2,2
1,66,26,27,30,1,2,1
1,20,63,37,30,1,2,1
2,48,40,27,40,2,2,2
2,10,35,87,40,2,2,2
2,5,55,55,20,2,1,2
1,74,98,89,10,1,1,1
2,97,100,79,40,2,2,2
2,75,32,32,40,2,2,2
1,82,34,29,10,1,1,1
1,48,27,22,30,1,2,1
2,60,55,54,20,2,1,2
1,64,12,64,30,1,2,1
1,43,98,77,10,1,1,1
1,25,69,68,10,1,1,1
2,82,87,28,20,2,1,2
1,91,55,28,30,1,2,1
1,72,58,62,30,1,2,1
1,91,46,25,10,1,1,1
1,10,59,34,30,1,2,1
2,15,76,59,20,2,1,2
2,49,79,94,40,2,2,2
2,39,22,11,20,2,1,2
2,24,60,72,20,2,1,2
2,83,9,43,40,2,2,2
2,29,26,15,40,2,2,2
1,36,43,53,10,1,1,1
2,9,97,35,20,2,1,2
2,42,88,38,40,2,2,2
1,65,100,33,10,1,1,1
1,53,41,6,10,1,1,1
2,5,98,6,20,2,1,2
1,63,63,41,30,1,2,1
1,35,77,86,10,1,1,1
2,55,9,8,20,2,1,2
2,79,19,37,40,2,2,2
1,36,33,54,10,1,1,1
1,91,31,52,30,1,2,1
2,37,67,94,20,2,1,2
2,80,7,98,40,2,2,2
1,21,83,98,30,1,2,1
2,89,49,63,20,2,1,2
1,88,72,100,10,1,1,1
1,14,75,37,30,1,2,1
1,70,77,100,30,1,2,1
1,31,89,74,30,1,2,1
1,16,7,81,10,1,1,1
1,57,50,34,10,1,1,1
2,26,65,23,20,2,1,2
1,18,66,71,10,1,1,1
1,25,28,87,30,1,2,1
2,48,82,91,40,2,2,2
2,90,59,86,40,2,2,2
2,32,91,9,40,2,2,2
1,37,63,73,10,1,1,1
2,99,45,54,20,2,1,2
1,49,33,93,10,1,1,1
2,30,77,87,20,2,1,2
2,76,20,75,20,2,1,2
2,84,31,71,20,2,1,2
1,47,58,34,10,1,1,1
2,72,13,69,20,2,1,2
1,49,40,66,10,1,1,1
1,32,65,99,30,1,2,1
1,26,11,6,30,1,2,1
1,51,87,60,30,1,2,1
1,7,91,45,30,1,2,1
1,38,20,77,10,1,1,1
1,35,74,6,10,1,1,1
1,48,91,91,10,1,1,1
1,94,38,37,10,1,1,1
2,61,75,47,40,2,2,2
1,67,29,28,30,1,2,1
2,92,10,86,20,2,1,2
2,91,15,25,40,2,2,2
1,84,83,44,30,1,2,1
2,59,13,6,20,2,1,2
2,68,90,16,40,2,2,2
1,5,39,96,10,1,1,1
2,48,98,90,20,2,1,2
1,67,20,85,10,1,1,1
2,9,22,54,40,2,2,2
1,29,78,43,10,1,1,1
1,20,92,40,10,1,1,1
2,66,8,86,40,2,2,2
1,27,87,56,30,1,2,1
2,47,75,91,40,2,2,2
2,73,7,82,20,2,1,2
2,8,34,5,40,2,2,2
2,5,80,81,40,2,2,2
1,18,73,67,30,1,2,1
1,45,50,61,30,1,2,1
1,41,95,61,10,1,1,1
1,62,58,83,30,1,2,1
2,68,13,29,40,2,2,2
1,14,66,67,10,1,1,1
1,77,89,73,10,1,1,1
2,92,10,98,40,2,2,2
2,80,69,8,20,2,1,2
1,71,95,64,10,1,1,1
2,8,90,7,40,2,2,2
1,19,69,5,30,1,2,1
1,12,22,46,30,1,2,1
2,84,29,46,20,2,1,2
2,71,58,72,20,2,1,2
1,29,43,75,30,1,2,1
2,12,39,14,40,2,2,2
1,85,41,48,30,1,2,1
2,83,70,59,20,2,1,2
1,60,59,29,10,1,1,1
1,75,37,35,10,1,1,1
2,88,55,32,20,2,1,2
1,33,51,39,10,1,1,1
2,74,67,79,20,2,1,2
2,32,68,68,20,2,1,2
1,37,66,56,10,1,1,1
2,33,10,64,20,2,1,2
2,75,11,58,40,2,2,2
2,7,21,91,20,2,1,2
1,52,35,63,10,1,1,1
1,58,72,97,10,1,1,1
1,33,20,77,30,1,2,1
1,66,82,6,10,1,1,1
1,82,39,78,30,1,2,1
1,41,27,15,10,1,1,1
2,18,23,25,40,2,2,2
1,60,100,33,10,1,1,1
1,25,53,39,10,1,1,1
2,71,83,81,40,2,2,2
1,11,9,86,30,1,2,1
1,46,54,100,10,1,1,1
1,87,87,50,30,1,2,1
2,56,91,79,20,2,1,2
2,38,59,71,40,2,2,2
2,5,15,49,20,2,1,2
2,32,85,16,40,2,2,2
1,6,64,64,10,1,1,1
2,42,49,66,20,2,1,2
1,41,55,49,30,1,2,1
2,67,21,25,20,2,1,2
2,19,8,9,40,2,2,2
2,90,6,42,40,2,2,2
1,28,64,89,10,1,1,1
2,20,82,75,40,2,2,2
2,56,20,50,40,2,2,2
2,35,55,74,20,2,1,2
1,49,19,55,10,1,1,1
1,70,78,92,10,1,1,1
1,35,75,57,10,1,1,1
1,47,78,99,10,1,1,1
2,19,15,98,40,2,2,2
2,12,53,32,40,2,2,2
2,29,26,67,40,2,2,2
2,94,84,33,20,2,1,2
1,28,95,61,30,1,2,1
2,32,83,20,20,2,1,2
1,77,76,84,10,1,1,1
2,75,21,24,40,2,2,2
1,99,56,45,10,1,1,1
1,20,8,35,10,1,1,1
1,14,10,83,30,1,2,1
1,39,34,27,30,1,2,1
2,5,11,31,40,2,2,2
1,72,5,98,10,1,1,1
1,70,99,11,10,1,1,1
2,90,40,30,20,2,1,2
1,38,74,53,30,1,2,1
2,41,50,26,40,2,2,2
2,46,17,75,20,2,1,2
1,20,47,88,30,1,2,1
2,88,69,20,40,2,2,2
1,62,61,27,30,1,2,1
1,47,58,52,30,1,2,1
1,13,93,38,30,1,2,1
2,65,45,56,20,2,1,2
2,49,23,100,20,2,1,2
2,25,90,47,20,2,1,2
1,37,46,48,30,1,2,1
2,98,14,88,40,2,2,2
1,49,79,42,10,1,1,1
2,42,89,8,40,2,2,2
1,30,13,20,10,1,1,1
2,96,94,95,20,2,1,2
1,18,56,57,30,1,2,1
2,23,6,17,40,2,2,2
1,39,37,21,30,1,2,1
2,65,56,54,40,2,2,2
1,56,62,14,30,1,2,1
2,61,42,74,20,2,1,2
1,65,13,16,10,1,1,1
2,99,43,96,40,2,2,2
1,34,19,81,30,1,2,1
2,61,71,50,20,2,1,2
1,94,47,16,30,1,2,1
2,59,78,91,40,2,2,2
2,93,7,30,40,2,2,2
2,71,46,57,20,2,1,2
1,75,30,87,30,1,2,1
2,24,47,27,40,2,2,2
2,47,9,7,40,2,2,2
1,44,21,35,30,1,2,1
2,94,85,8,40,2,2,2
2,53,11,26,40,2,2,2
1,93,62,75,10,1,1,1
1,23,26,56,10,1,1,1
1,24,19,14,10,1,1,1
2,20,17,13,20,2,1,2
2,53,72,6,20,2,1,2
2,23,25,28,40,2,2,2
1,98,77,34,10,1,1,1
1,44,86,79,30,1,2,1
2,56,82,17,40,2,2,2
2,73,87,90,20,2,1,2
1,94,20,18,10,1,1,1
1,80,49,66,30,1,2,1
1,77,93,41,10,1,1,1
1,75,34,50,30,1,2,1
2,20,42,19,20,2,1,2
2,36,19,66,20,2,1,2
1,74,86,38,10,1,1,1
1,17,77,42,30,1,2,1
2,96,41,92,20,2,1,2
2,74,8,24,40,2,2,2
1,15,58,24,10,1,1,1
2,60,12,65,40,2,2,2
2,24,72,39,40,2,2,2
2,86,14,7,20,2,1,2
2,95,99,84,20,2,1,2
1,73,23,78,30,1,2,1
1,9,87,33,10,1,1,1
2,68,8,31,40,2,2,2
2,26,43,74,40,2,2,2
2,72,91,98,40,2,2,2
2,22,58,65,40,2,2,2
2,45,25,10,20,2,1,2
1,82,48,33,30,1,2,1
2,18,45,23,20,2,1,2
2,43,58,98,40,2,2,2
2,9,79,53,20,2,1,2
2,97,63,70,40,2,2,2
2,5,47,45,40,2,2,2
1,35,61,95,30,1,2,1
2,40,11,95,40,2,2,2
2,55,10,39,40,2,2,2
1,26,84,51,10,1,1,1
2,53,62,32,20,2,1,2
1,15,13,79,10,1,1,1
1,67,47,5,30,1,2,1
2,61,39,49,20,2,1,2
2,49,77,81,40,2,2,2
2,92,47,38,20,2,1,2
2,94,63,82,20,2,1,2
2,8,47,96,20,2,1,2
2,81,42,98,40,2,2,2
1,85,71,17,30,1,2,1
2,25,88,77,40,2,2,2
1,51,71,21,10,1,1,1
2,25,54,73,40,2,2,2
1,57,15,55,10,1,1,1
1,93,30,54,10,1,1,1
1,36,40,77,30,1,2,1
2,67,26,91,20,2,1,2
2,71,20,92,40,2,2,2
2,10,30,95,40,2,2,2
2,82,6,49,20,2,1,2
1,85,77,55,30,1,2,1
2,36,27,62,40,2,2,2
2,47,9,57,20,2,1,2
2,48,100,6,40,2,2,2
2,37,74,49,40,2,2,2
2,94,40,63,40,2,2,2
2,37,27,83,20,2,1,2
2,9,85,33,40,2,2,2
2,8,54,49,40,2,2,2
2,35,12,83,40,2,2,2
2,99,75,58,40,2,2,2
1,28,80,8,30,1,2,1
1,35,8,59,30,1,2,1
2,19,49,11,40,2,2,2
2,72,20,5,20,2,1,2
1,61,79,94,10,1,1,1
2,50,39,91,40,2,2,2
2,97,63,89,20,2,1,2
1,77,65,22,30,1,2,1
2,61,45,78,40,2,2,2
2,27,40,57,20,2,1,2
2,76,68,33,40,2,2,2
2,74,31,78,20,2,1,2
2,29,65,19,20,2,1,2
1,85,80,86,30,1,2,1
2,89,74,5,20,2,1,2
1,82,46,23,30,1,2,1
1,65,51,79,30,1,2,1
1,34,70,11,10,1,1,1
1,6,49,12,30,1,2,1
1,20,87,69,30,1,2,1
1,100,50,96,30,1,2,1
1,52,89,21,30,1,2,1
1,69,17,93,10,1,1,1
2,20,66,75,40,2,2,2
2,53,86,60,40,2,2,2
2,17,75,36,20,2,1,2
2,67,100,90,40,2,2,2
2,12,24,42,40,2,2,2
1,86,76,93,30,1,2,1
1,47,80,59,30,1,2,1
1,14,66,59,10,1,1,1
1,5,80,80,30,1,2,1
2,64,55,87,20,2,1,2
1,92,61,9,30,1,2,1
1,28,48,48,30,1,2,1
1,70,25,90,10,1,1,1
2,64,17,34,20,2,1,2
1,74,46,22,10,1,1,1
1,25,94,84,10,1,1,1
2,47,91,72,40,2,2,2
2,72,8,92,20,2,1,2
1,63,86,23,10,1,1,1
2,73,29,12,20,2,1,2
2,60,8,59,40,2,2,2
1,90,95,80,10,1,1,1
2,47,69,46,20,2,1,2
2,89,34,79,20,2,1,2
1,32,40,62,30,1,2,1
1,10,50,40,30,1,2,1
1,80,88,68,10,1,1,1
1,52,97,9,30,1,2,1
2,87,73,90,20,2,1,2
2,58,72,69,40,2,2,2
2,56,87,100,20,2,1,2
2,59,32,57,40,2,2,2
2,97,59,36,40,2,2,2
2,44,5,66,20,2,1,2
2,83,57,97,20,2,1,2
2,72,43,63,40,2,2,2
1,44,14,45,10,1,1,1
2,86,17,25,20,2,1,2
1,88,24,37,10,1,1,1
2,42,41,62,20,2,1,2
2,91,10,36,20,2,1,2
2,92,33,26,40,2,2,2
2,21,34,86,20,2,1,2
1,82,14,64,30,1,2,1
2,30,25,44,20,2,1,2
2,36,7,45,40,2,2,2
2,66,87,53,20,2,1,2
2,72,7,39,40,2,2,2
2,33,56,37,40,2,2,2
1,87,80,9,30,1,2,1
1,32,93,70,30,1,2,1
1,38,26,14,10,1,1,1
2,60,47,38,40,2,2,2
2,19,30,88,20,2,1,2
1,37,61,19,10,1,1,1
2,18,24,67,20,2,1,2
1,5,21,71,30,1,2,1
1,76,100,57,10,1,1,1
1,20,14,94,10,1,1,1
1,71,61,96,30,1,2,1
1,11,84,34,30,1,2,1
2,61,74,24,20,2,1,2
1,79,94,90,10,1,1,1
2,96,8,36,40,2,2,2
1,64,69,31,10,1,1,1
2,45,10,29,20,2,1,2
1,20,98,58,10,1,1,1
1,22,54,66,10,1,1,1
1,85,28,26,10,1,1,1
2,66,50,76,20,2,1,2
1,26,22,72,10,1,1,1
1,96,5,6,30,1,2,1
2,85,84,10,40,2,2,2
2,57,94,22,20,2,1,2
1,93,65,63,30,1,2,1
1,10,51,69,10,1,1,1
2,60,63,51,20,2,1,2
2,92,56,43,40,2,2,2
1,97,27,78,30,1,2,1
1,86,89,65,30,1,2,1
2,31,12,80,40,2,2,2
2,77,77,60,20,2,1,2
2,66,19,11,20,2,1,2
1,57,57,43,30,1,2,1
1,92,51,72,10,1,1,1
1,66,58,17,30,1,2,1
1,56,11,92,30,1,2,1
2,70,62,32,40,2,2,2
2,84,34,46,40,2,2,2
1,31,12,7,10,1,1,1
1,40,38,91,10,1,1,1
1,96,47,66,30,1,2,1
2,81,78,59,40,2,2,2
1,83,12,76,10,1,1,1
2,64,14,6,20,2,1,2
1,85,50,70,10,1,1,1
1,16,63,62,10,1,1,1
1,57,18,62,10,1,1,1
1,50,90,100,30,1,2,1
1,54,52,59,30,1,2,1
2,9,74,19,20,2,1,2
2,56,97,31,40,2,2,2
2,55,54,54,20,2,1,2
1,8,55,9,30,1,2,1
1,78,96,48,30,1,2,1
2,7,74,60,40,2,2,2
2,47,79,80,20,2,1,2
2,10,54,13,40,2,2,2
2,52,66,74,20,2,1,2
1,43,17,18,10,1,1,1
2,47,54,51,40,2,2,2
2,81,15,18,20,2,1,2
1,28,86,81,30,1,2,1
2,46,59,29,20,2,1,2
1,83,80,8,30,1,2,1
1,61,79,36,10,1,1,1
2,93,16,55,40,2,2,2
1,21,22,46,10,1,1,1
2,64,7,57,40,2,2,2
2,26,62,27,40,2,2,2
2,41,74,54,20,2,1,2
1,66,28,49,10,1,1,1
2,90,38,15,40,2,2,2
2,5,71,23,20,2,1,2
1,50,71,39,30,1,2,1
1,54,16,64,10,1,1,1
1,32,61,48,10,1,1,1
2,48,40,56,20,2,1,2
1,5,83,91,10,1,1,1
2,33,41,65,20,2,1,2
2,98,58,7,40,2,2,2
1,23,8,38,30,1,2,1
1,88,63,88,10,1,1,1
1,21,45,22,10,1,1,1
2,50,45,37,40,2,2,2
1,95,6,7,10,1,1,1
1,43,64,92,10,1,1,1
1,39,28,83,10,1,1,1
1,87,58,44,30,1,2,1
2,21,67,8,20,2,1,2
2,99,90,54,40,2,2,2
1,25,80,87,10,1,1,1
2,78,63,42,40,2,2,2
1,91,6,10,10,1,1,1
2,93,61,45,20,2,1,2
1,35,84,44,30,1,2,1
1,36,7,39,30,1,2,1
2,97,78,31,40,2,2,2
1,73,45,64,30,1,2,1
1,91,91,31,30,1,2,1
1,96,74,18,30,1,2,1
1,31,41,71,30,1,2,1
2,91,39,50,40,2,2,2
2,15,33,92,20,2,1,2
1,35,9,65,10,1,1,1
2,68,84,43,40,2,2,2
2,99,56,31,40,2,2,2
1,85,39,82,30,1,2,1
1,8,52,94,10,1,1,1
2,69,37,82,40,2,2,2
1,58,28,54,30,1,2,1
1,21,34,14,30,1,2,1
1,92,43,43,30,1,2,1
2,55,26,13,40,2,2,2
2,69,10,37,20,2,1,2
2,40,94,41,20,2,1,2
2,96,26,14,20,2,1,2
2,14,48,99,20,2,1,2
2,94,20,35,40,2,2,2
1,93,75,40,10,1,1,1
2,84,32,18,20,2,1,2
2,5,53,35,40,2,2,2
1,73,8,59,30,1,2,1
1,30,14,95,30,1,2,1
2,33,95,76,40,2,2,2
2,88,16,21,40,2,2,2
1,11,44,13,30,1,2,1
1,40,97,7,30,1,2,1
2,75,10,94,20,2,1,2
1,58,40,16,30,1,2,1
1,68,62,89,30,1,2,1
1,23,73,81,10,1,1,1
2,95,74,87,40,2,2,2
2,51,6,85,20,2,1,2
2,8,44,7,40,2,2,2
2,96,67,7,20,2,1,2
1,82,61,87,10,1,1,1
2,7,94,21,40,2,2,2
2,100,65,77,20,2,1,2
1,69,85,43,30,1,2,1
2,26,78,23,40,2,2,2
2,98,35,40,40,2,2,2
2,48,87,100,20,2,1,2
2,52,13,68,40,2,2,2
1,9,94,25,30,1,2,1
1,99,86,56,10,1,1,1
2,73,65,15,20,2,1,2
2,27,7,89,20,2,1,2
2,12,68,55,40,2,2,2
1,42,80,81,30,1,2,1
2,88,100,81,40,2,2,2
2,37,32,17,40,2,2,2
2,52,13,55,40,2,2,2
1,43,7,83,10,1,1,1
2,26,11,48,40,2,2,2
1,33,26,80,10,1,1,1
2,37,60,52,40,2,2,2
1,45,78,77,30,1,2,1
1,36,72,36,30,1,2,1
1,22,56,91,30,1,2,1
1,58,14,68,10,1,1,1
1,61,24,30,10,1,1,1
1,17,9,73,10,1,1,1
1,11,34,50,30,1,2,1
1,5,79,27,30,1,2,1
2,95,9,56,20,2,1,2
2,46,45,78,20,2,1,2
1,8,93,26,30,1,2,1
1,84,8,42,30,1,2,1
1,60,90,44,30,1,2,1
1,43,89,20,10,1,1,1
1,53,52,83,30,1,2,1
2,74,88,100,40,2,2,2
1,100,19,65,10,1,1,1
2,90,59,85,40,2,2,2
1,27,37,6,10,1,1,1
1,5,64,96,30,1,2,1
2,10,29,18,40,2,2,2
1,19,71,83,10,1,1,1
2,67,83,79,40,2,2,2
2,26,100,38,40,2,2,2
1,100,73,64,30,1,2,1
1,29,100,50,10,1,1,1
2,47,18,45,20,2,1,2
2,29,81,97,40,2,2,2
1,34,71,22,30,1,2,1
